Clustering results for file  I01_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"HDB_6",0.960108794197643,0,0.398474578710299,0,0.882772323515661,0,0.396764840468088,0,12,0
"HDB_7",0.955575702629193,0,0.399932157813261,0,0.882125263898663,0,0.398235839492587,0,12,0
"HDB_8",0.902538531278332,0,0.353025247572586,0,0.877308868501529,0,0.351257044316278,0,11,0
"HDB_9",0.906618313689937,0,0.354997604965226,0,0.761780104712042,0,0.353587123217248,0,11,0
"HDB_10",0.868993653671804,0,0.319667861100318,0,0.884949075820445,0,0.317813330957255,0,12,0
"MM",0.99818676337262,0,0.3418029163917,0.0152497796888124,0.971980018165304,0.000124369336399888,0.339512410107345,0.0153051490223828,8.4,0.547722557505166
Clustering results for file  I44_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.966292134831461,0.00538379127808937,0.700847674420852,0.00413729915051673,0.984768756851625,0.002572421725371,0.422635607091871,0.00567071040634487,5,0
"KMeans_6",0.975120385232745,0.00880542064907369,0.679533962715213,0.00750337200960151,0.987298877961009,0.00357463007765696,0.377957508480825,0.0171676258959326,6,0
"KMeans_7",0.981781701444623,0.00581931141068938,0.660049629710296,0.00836683760411423,0.989644770110902,0.0035834032562919,0.337081907104501,0.0195720064257994,7,0
"KMeans_8",0.974799357945425,0.0111763207655099,0.6522309205596,0.0144454962881005,0.992124244531069,0.00178432107353827,0.319172087718336,0.0301748560680949,8,0
"KMeans_9",0.97800963081862,0.00655949173088366,0.63021181228345,0.00961906217971672,0.993322318654907,0.00148074107396403,0.27440264241982,0.0203152365668912,9,0
"KMeans_10",0.97792937399679,0.0052780683940473,0.627265024070603,0.0103520799992146,0.993121033869485,0.00131128498635755,0.26876555668534,0.0215472034493713,10,0
"KMENOIDS_5",0.96107544141252,0,0.700055029567116,0,0.983964268695659,0,0.421854567398163,0,6,0
"KMENOIDS_6",0.960272873194221,0,0.689067158624982,0,0.984359417029266,0,0.399712564124482,0,7,0
"KMENOIDS_7",0.96669341894061,0,0.659207496908614,0,0.986848786432416,0,0.338154337628074,0,8,0
"KMENOIDS_8",0.971107544141252,0,0.628492750466688,0,0.988559576911359,0,0.275666058964542,0,9,0
"KMENOIDS_9",0.969903691813804,0,0.619361966321132,0,0.990884897912419,0,0.255309526209227,0,10,0
"KMENOIDS_10",0.975120385232745,0,0.610458001936989,0,0.992552723333672,0,0.236046346961766,0,11,0
"DB_0.04_3",0.969502407704655,0,0.680813367931939,0,0.999818862534908,0,0.368780273288125,0,30,0
"DB_0.05_3",0.983948635634029,0,0.713544039440864,0,0.998407419368281,0,0.434502147439209,0,10,0
"DB_0.06_3",0.985553772070626,0,0.736238258694382,0,0.994832152371429,0,0.482875458459576,0,6,0
"DB_0.07_3",0.546548956661316,0,0.504263824889989,0,0.0104914498199345,0,0.988092580236503,0,2,0
"DB_0.08_3",0.546548956661316,0,0.504188433094292,0,0.00961253027107257,0,0.988812030113557,0,2,0
"DB_0.09_3",0.546548956661316,0,0.504188433094292,0,0.00961253027107257,0,0.988812030113557,0,2,0
"DB_0.1_3",0.548154093097913,0,0.504269624258889,0,0.00888795435785132,0,0.989685276545582,0,3,0
"DB_0.04_4",0.958667736757624,0,0.680184136406311,0,0.999818728596281,0,0.36799233715499,0,25,0
"DB_0.05_4",0.982343499197432,0,0.713565303793496,0,0.998952975717241,0,0.43404262103756,0,9,0
"DB_0.06_4",0.985553772070626,0,0.736238258694382,0,0.994832152371429,0,0.482875458459576,0,6,0
"DB_0.07_4",0.717495987158908,0,0.5964177298306,0,0.499432981838493,0,0.691449147785262,0,4,0
"DB_0.08_4",0.546548956661316,0,0.504188433094292,0,0.00961253027107257,0,0.988812030113557,0,2,0
"DB_0.09_4",0.546548956661316,0,0.504188433094292,0,0.00961253027107257,0,0.988812030113557,0,2,0
"DB_0.1_4",0.546950240770466,0,0.504267691135922,0,0.00888601874461712,0,0.989681468936284,0,2,0
"DB_0.04_5",0.951845906902087,0,0.678473644768035,0,0.999818616474322,0,0.364994570758986,0,27,0
"DB_0.05_5",0.979534510433387,0,0.704317565708461,0,0.999075311333557,0,0.415665370433904,0,12,0
"DB_0.06_5",0.98354735152488,0,0.736576555213536,0,0.995939376459582,0,0.482481670350137,0,5,0
"DB_0.07_5",0.717495987158908,0,0.596771169146326,0,0.500158843411644,0,0.691437421619946,0,3,0
"DB_0.08_5",0.546548956661316,0,0.504188433094292,0,0.00961253027107257,0,0.988812030113557,0,2,0
"DB_0.09_5",0.546548956661316,0,0.504188433094292,0,0.00961253027107257,0,0.988812030113557,0,2,0
"DB_0.1_5",0.546950240770466,0,0.504267691135922,0,0.00888601874461712,0,0.989681468936284,0,2,0
"DB_0.04_6",0.932182985553772,0,0.674284567299421,0,0.999818207975308,0,0.35812598519211,0,22,0
"DB_0.05_6",0.975922953451043,0,0.693403475626219,0,0.999267957033507,0,0.393960686246818,0,15,0
"DB_0.06_6",0.98354735152488,0,0.736576555213536,0,0.995939376459582,0,0.482481670350137,0,5,0
"DB_0.07_6",0.987560192616372,0,0.835503156467617,0,0.989102300365079,0,0.684997977906234,0,4,0
"DB_0.08_6",0.986757624398074,0,0.83365476872439,0,0.986196283073846,0,0.684185145163739,0,4,0
"DB_0.09_6",0.546548956661316,0,0.504188433094292,0,0.00961253027107257,0,0.988812030113557,0,2,0
"DB_0.1_6",0.546950240770466,0,0.504267691135922,0,0.00888601874461712,0,0.989681468936284,0,2,0
"HDB_3",0.662921348314607,0,0.45938154241304,0,0.99918431080089,0,0.0311258821503726,0,184,0
"HDB_4",0.819823434991974,0,0.608420490330197,0,0.999633567340569,0,0.234252616212005,0,59,0
"HDB_5",0.869181380417336,0,0.638551755823372,0,0.999633682498918,0,0.292989747013986,0,29,0
"HDB_6",0.87800963081862,0,0.646485614665444,0,0.99963410749869,0,0.307746933179482,0,22,0
"HDB_7",0.868378812199037,0,0.644862113560664,0,0.999634405238696,0,0.306418155594741,0,20,0
"HDB_8",0.95024077046549,0,0.698448282194713,0,0.999637345578355,0,0.404451416805569,0,13,0
"HDB_9",0.951444622792937,0,0.698568135818642,0,0.999636065278671,0,0.404650872563901,0,12,0
"HDB_10",0.941813804173355,0,0.69792569461941,0,0.99963585390302,0,0.403719150788388,0,11,0
"MM",0.987078651685393,0.00492616084732709,0.621395611681991,0.00732878467876748,0.996590787770843,0.00193792545385915,0.25374476765919,0.0157461193272624,9,0
Clustering results for file  I45_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.992935064935065,0.00135463946082131,0.720665712665713,0.00490578010386246,0.99663535255372,0.00192528682900618,0.444591736429922,0.0111160787445499,5,0
"KMeans_6",0.992831168831169,0.00124024274143514,0.697852525852526,0.0098813278451685,0.997618831659648,0.00165926653584284,0.397972886848501,0.0199135066538293,6,0
"KMeans_7",0.993038961038961,0.00140355907388117,0.684362016362016,0.0144065990677087,0.997670229996761,0.00168687285350683,0.370935349716446,0.0292648872273438,7,0
"KMeans_8",0.993662337662338,0.00134464198499166,0.667203499203499,0.0124285684838116,0.998708346830796,0.000309629223871369,0.335573318930597,0.0248326291186574,8,0
"KMeans_9",0.993766233766234,0.00103896103896103,0.65987201987202,0.00960335896823161,0.999029910376849,0.000178655994686056,0.320585903321631,0.0191556245924637,9,0
"KMeans_10",0.994181818181818,0.00118459784425883,0.644078516078516,0.0112382458419957,0.998975488608142,0.000224580124396738,0.28904736699973,0.0224218371188395,10,0
"KMENOIDS_5",0.994285714285714,0,0.7201539001539,0,0.998479645826585,0,0.441722927356198,0,6,0
"KMENOIDS_6",0.994285714285714,0,0.708789048789049,0,0.998056365403304,0,0.419412368349987,0,7,0
"KMENOIDS_7",0.99012987012987,0,0.702218322218322,0,0.998675089083252,0,0.405649473399946,0,8,0
"KMENOIDS_8",0.991688311688312,0,0.672360072360072,0,0.9988824101069,0,0.345714285714286,0,9,0
"KMENOIDS_9",0.991168831168831,0,0.657649377649378,0,0.998905085843861,0,0.316264650283554,0,10,0
"KMENOIDS_10",0.992207792207792,0,0.627035667035667,0,0.9991178058525,0,0.254812854442344,0,11,0
"DB_0.04_3",0.958441558441558,0,0.690797310797311,0,0.999749127895032,0,0.382612644486536,0,14,0
"DB_0.05_3",0.978181818181818,0,0.697021357021357,0,0.999611149636101,0,0.394509332169962,0,15,0
"DB_0.06_3",0.986493506493507,0,0.69975213975214,0,0.999597197444526,0,0.399850729825304,0,15,0
"DB_0.07_3",0.989090909090909,0,0.712564732564733,0,0.997387832851538,0,0.427664104195403,0,8,0
"DB_0.08_3",0.991168831168831,0,0.713412533412533,0,0.996938709398756,0,0.429791416874602,0,7,0
"DB_0.09_3",0.991688311688312,0,0.713416313416313,0,0.996504651825744,0,0.43022828761604,0,7,0
"DB_0.1_3",0.992207792207792,0,0.72956124956125,0,0.995412977774322,0,0.463614180364436,0,6,0
"DB_0.04_4",0.948571428571429,0,0.688436968436968,0,0.999748926715821,0,0.378394661878366,0,12,0
"DB_0.05_4",0.971948051948052,0,0.696585036585037,0,0.999611042083086,0,0.393804383029256,0,12,0
"DB_0.06_4",0.981818181818182,0,0.699383319383319,0,0.999610111188513,0,0.39916949710836,0,13,0
"DB_0.07_4",0.987532467532467,0,0.70966816966817,0,0.997471998686865,0,0.421800302865994,0,9,0
"DB_0.08_4",0.991168831168831,0,0.713412533412533,0,0.996938709398756,0,0.429791416874602,0,7,0
"DB_0.09_4",0.991688311688312,0,0.713416313416313,0,0.996504651825744,0,0.43022828761604,0,7,0
"DB_0.1_4",0.992207792207792,0,0.72956124956125,0,0.995412977774322,0,0.463614180364436,0,6,0
"DB_0.04_5",0.939220779220779,0,0.685299565299565,0,0.999748693367996,0,0.372712735887151,0,11,0
"DB_0.05_5",0.968831168831169,0,0.696484056484057,0,0.999617470159431,0,0.393682428931643,0,11,0
"DB_0.06_5",0.977142857142857,0,0.699042579042579,0,0.99961005180586,0,0.398579613556408,0,11,0
"DB_0.07_5",0.984415584415584,0,0.70956664956665,0,0.997465371597907,0,0.421637454691557,0,8,0
"DB_0.08_5",0.988051948051948,0,0.71037557037557,0,0.997040103839334,0,0.423636104402228,0,8,0
"DB_0.09_5",0.991168831168831,0,0.713373653373653,0,0.996505716544072,0,0.43014433452946,0,7,0
"DB_0.1_5",0.992207792207792,0,0.72956124956125,0,0.995412977774322,0,0.463614180364436,0,6,0
"DB_0.04_6",0.930909090909091,0,0.683731403731404,0,0.999748436129343,0,0.370225866726046,0,10,0
"DB_0.05_6",0.958441558441558,0,0.694177174177174,0,0.999617276609546,0,0.389379652605459,0,9,0
"DB_0.06_6",0.977142857142857,0,0.699042579042579,0,0.99961005180586,0,0.398579613556408,0,11,0
"DB_0.07_6",0.983376623376623,0,0.701391581391581,0,0.999585293469668,0,0.403177901574046,0,9,0
"DB_0.08_6",0.988051948051948,0,0.71037557037557,0,0.997040103839334,0,0.423636104402228,0,8,0
"DB_0.09_6",0.991168831168831,0,0.713373653373653,0,0.996505716544072,0,0.43014433452946,0,7,0
"DB_0.1_6",0.992207792207792,0,0.72956124956125,0,0.995412977774322,0,0.463614180364436,0,6,0
"HDB_3",0.977142857142857,0,0.695905175905176,0,0.999747239619002,0,0.392159572905778,0,18,0
"HDB_4",0.974025974025974,0,0.696685476685477,0,0.999745048980844,0,0.393794092305832,0,14,0
"HDB_5",0.945454545454545,0,0.682810162810163,0,0.999746710209419,0,0.367295720829692,0,14,0
"HDB_6",0.97038961038961,0,0.696074196074196,0,0.99972555701661,0,0.392694251240637,0,11,0
"HDB_7",0.983376623376623,0,0.702051462051462,0,0.999596119289516,0,0.404448313628577,0,9,0
"HDB_8",0.978701298701299,0,0.701943461943462,0,0.999598263461414,0,0.404253296899133,0,8,0
"HDB_9",0.976623376623377,0,0.701546561546562,0,0.999601483905458,0,0.403485201125373,0,8,0
"HDB_10",0.974545454545454,0,0.701142641142641,0,0.999614435450338,0,0.402677293762521,0,8,0
"MM",0.988051948051948,0,0.645957825957826,0,0.997845804988662,0,0.293936807993519,0,9,0
Clustering results for file  I46_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.795781544256121,0.0179637721704911,0.528078145201004,0.0155079232026211,0.715467448677286,0.0719349820466207,0.384166369341987,0.0603624366333077,5,0
"KMeans_6",0.84331450094162,0.0529508452603841,0.545399233931797,0.0412188915503153,0.797807652047093,0.0330534204500374,0.351553891540975,0.0496801572742136,6,0
"KMeans_7",0.894764595103578,0.0773723032266201,0.567239983140255,0.0573475906718999,0.879081085248828,0.0806754969227703,0.327751357280892,0.0412543514218624,7,0
"KMeans_8",0.930169491525424,0.0505863421754328,0.566768250886627,0.0314428381479256,0.936352385694328,0.0340587283329213,0.282933964815827,0.0297650793814889,8,0
"KMeans_9",0.951261770244821,0.0363856234093451,0.574181032219426,0.0152297547372389,0.940514396758001,0.0506070903783753,0.292843282042944,0.0136260566096506,9,0
"KMeans_10",0.966101694915254,0.00641960849305436,0.554014620293853,0.0190948377487033,0.971096317728406,0.00429944153431411,0.233703019564215,0.0331487590211106,10,0
"KMENOIDS_5",0.783427495291902,0,0.511530334058529,0,0.742569657622055,0,0.334096090318456,0,6,0
"KMENOIDS_6",0.875706214689266,0,0.556341492144182,0,0.844480643799652,0,0.335055558315531,0,7,0
"KMENOIDS_7",0.964218455743879,0,0.603858440587139,0,0.955795621315539,0,0.333576713029244,0,8,0
"KMENOIDS_8",0.96195856873823,0,0.591903064982395,0,0.95566755139459,0,0.312538169212619,0,9,0
"KMENOIDS_9",0.962335216572505,0,0.576732132998977,0,0.9580505667094,0,0.283886106331335,0,10,0
"KMENOIDS_10",0.961581920903955,0,0.554031082670935,0,0.962070394024101,0,0.240663879592788,0,11,0
"DB_0.04_3",0.67834274952919,0,0.558944534561767,0,0.0274852158003071,0,0.967066013995138,0,3,0
"DB_0.05_3",0.67984934086629,0,0.558969795795566,0,0.0240918981436105,0,0.969735472038017,0,3,0
"DB_0.06_3",0.67984934086629,0,0.558704694757726,0,0.022932656557723,0,0.97015893789163,0,3,0
"DB_0.07_3",0.680225988700565,0,0.5584415805585,0,0.0200652768384839,0,0.971901062836841,0,3,0
"DB_0.08_3",0.680225988700565,0,0.565342154896777,0,0.00401461571032039,0,0.996429103708042,0,2,0
"DB_0.09_3",0.680979284369115,0,0.5658896708518,0,0.00291424792800893,0,0.998244155255014,0,2,0
"DB_0.1_3",0.680979284369115,0,0.56561633862542,0,0.00173351899127882,0,0.998668186827193,0,2,0
"DB_0.04_4",0.67834274952919,0,0.558944534561767,0,0.0274852158003071,0,0.967066013995138,0,3,0
"DB_0.05_4",0.67984934086629,0,0.558969795795566,0,0.0240918981436105,0,0.969735472038017,0,3,0
"DB_0.06_4",0.67984934086629,0,0.558704694757726,0,0.022932656557723,0,0.97015893789163,0,3,0
"DB_0.07_4",0.680225988700565,0,0.5584415805585,0,0.0200652768384839,0,0.971901062836841,0,3,0
"DB_0.08_4",0.680225988700565,0,0.565342154896777,0,0.00401461571032039,0,0.996429103708042,0,2,0
"DB_0.09_4",0.680979284369115,0,0.5658896708518,0,0.00291424792800893,0,0.998244155255014,0,2,0
"DB_0.1_4",0.680979284369115,0,0.56561633862542,0,0.00173351899127882,0,0.998668186827193,0,2,0
"DB_0.04_5",0.67834274952919,0,0.559208784097344,0,0.0286406567943636,0,0.966642128858119,0,3,0
"DB_0.05_5",0.67984934086629,0,0.558969795795566,0,0.0240918981436105,0,0.969735472038017,0,3,0
"DB_0.06_5",0.67984934086629,0,0.558704694757726,0,0.022932656557723,0,0.97015893789163,0,3,0
"DB_0.07_5",0.680225988700565,0,0.5584415805585,0,0.0200652768384839,0,0.971901062836841,0,3,0
"DB_0.08_5",0.680225988700565,0,0.565342154896777,0,0.00401461571032039,0,0.996429103708042,0,2,0
"DB_0.09_5",0.680979284369115,0,0.5658896708518,0,0.00291424792800893,0,0.998244155255014,0,2,0
"DB_0.1_5",0.680979284369115,0,0.56561633862542,0,0.00173351899127882,0,0.998668186827193,0,2,0
"DB_0.04_6",0.67758945386064,0,0.559194308558875,0,0.0303297231809942,0,0.965306334429072,0,3,0
"DB_0.05_6",0.679472693032015,0,0.558960713104762,0,0.0240880720132986,0,0.969719505359542,0,3,0
"DB_0.06_6",0.679472693032015,0,0.55869589590101,0,0.0229294643388054,0,0.970143456731146,0,3,0
"DB_0.07_6",0.680225988700565,0,0.5584415805585,0,0.0200652768384839,0,0.971901062836841,0,3,0
"DB_0.08_6",0.680225988700565,0,0.565342154896777,0,0.00401461571032039,0,0.996429103708042,0,2,0
"DB_0.09_6",0.680979284369115,0,0.5658896708518,0,0.00291424792800893,0,0.998244155255014,0,2,0
"DB_0.1_6",0.680979284369115,0,0.56561633862542,0,0.00173351899127882,0,0.998668186827193,0,2,0
"HDB_3",0.6015065913371,0,0.381577748542867,0,1,0,0.0143829013788496,0,219,0
"HDB_4",0.736346516007533,0,0.47700447180605,0,0.99918720683138,0,0.120417167610758,0,60,0
"HDB_5",0.772881355932203,0,0.492810624477568,0,0.997929538266398,0,0.137958145416818,0,25,0
"HDB_6",0.755178907721281,0,0.490739770974275,0,0.998766264606472,0,0.137750740694952,0,21,0
"HDB_7",0.786440677966102,0,0.52315901662842,0,0.994853629559876,0,0.188889120599274,0,19,0
"HDB_8",0.789453860640301,0,0.524704777069612,0,0.99482738802253,0,0.191424210131638,0,15,0
"HDB_9",0.782674199623352,0,0.523209255261929,0,0.994840868542864,0,0.189638487776678,0,13,0
"HDB_10",0.755178907721281,0,0.515842625351777,0,0.994786517601743,0,0.183833300252647,0,13,0
"MM",0.960527306967985,0.0262634565979316,0.561535315346767,0.0229905057535569,0.9856372197327,0.00710281734292525,0.235832315905842,0.036544344357464,8.8,0.447213595499958
Clustering results for file  I47_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.908923076923077,0.0107789943530759,0.428520503611319,0.0312243627331214,0.894831063967896,0.0323279412186527,0.330637962452422,0.0319817638157341,5,0
"KMeans_6",0.910871794871795,0.0129653358712291,0.40743029298391,0.0171839969534452,0.915178612052257,0.0296631036097681,0.300849614859092,0.0147410530056068,6,0
"KMeans_7",0.912717948717949,0.0158493897617082,0.385958558629672,0.00450625257114123,0.942195030954165,0.00488242348934757,0.269199805933297,0.00493890187775374,7,0
"KMeans_8",0.915282051282051,0.0128276902985609,0.369698911999579,0.00822067215851305,0.951979640925622,0.00176778365833627,0.247473248974592,0.0096819158334903,8,0
"KMeans_9",0.933435897435897,0.0170523423614807,0.350771125231874,0.0166972645190623,0.967110024538872,0.00928010833565676,0.221396363414097,0.0190380762435475,9,0
"KMeans_10",0.948717948717949,0.0149379606806456,0.338104327005302,0.00804883989171791,0.972375720772504,0.00893811731949814,0.204965382524064,0.00819993175632945,10,0
"KMENOIDS_5",0.904102564102564,0,0.376106616147663,0,0.867696348894841,0,0.272917762324318,0,6,0
"KMENOIDS_6",0.906666666666667,0,0.374847324729315,0,0.91574886026189,0,0.261307505313276,0,7,0
"KMENOIDS_7",0.918461538461538,0,0.350334030600834,0,0.925870765982874,0,0.229523989013074,0,8,0
"KMENOIDS_8",0.942051282051282,0,0.354226098854113,0,0.941376664108638,0,0.2309782158852,0,9,0
"KMENOIDS_9",0.942564102564103,0,0.326061227980161,0,0.961662940842815,0,0.192643038239036,0,10,0
"KMENOIDS_10",0.96051282051282,0,0.31903014037442,0,0.970092301345846,0,0.182366671463153,0,11,0
"DB_0.04_3",0.858974358974359,0,0.643514228203813,0,0.999993640942158,0,0.572811952353536,0,50,0
"DB_0.05_3",0.913846153846154,0,0.763084290431648,0,0.995358475183437,0,0.715373504797778,0,32,0
"DB_0.06_3",0.944615384615385,0,0.839859494020602,0,0.990231657988792,0,0.808596247897595,0,24,0
"DB_0.07_3",0.957435897435897,0,0.853525937035429,0,0.989956927800759,0,0.825034399095668,0,18,0
"DB_0.08_3",0.963589743589744,0,0.866004130981042,0,0.984633681194509,0,0.841185895804274,0,14,0
"DB_0.09_3",0.972820512820513,0,0.875392245859152,0,0.984247521595895,0,0.852570770180721,0,14,0
"DB_0.1_3",0.971282051282051,0,0.941991027614424,0,0.980389063026268,0,0.933934503671579,0,9,0
"DB_0.04_4",0.811794871794872,0,0.633795634842325,0,1,0,0.564286725029835,0,28,0
"DB_0.05_4",0.892307692307692,0,0.7533099156701,0,0.995345294251704,0,0.704239490516813,0,25,0
"DB_0.06_4",0.926666666666667,0,0.832171659365092,0,0.990235654005196,0,0.799528891880052,0,17,0
"DB_0.07_4",0.945641025641026,0,0.851203115338569,0,0.990136373497768,0,0.822298240572863,0,15,0
"DB_0.08_4",0.956410256410256,0,0.865672073778795,0,0.984640832477846,0,0.840828446783147,0,11,0
"DB_0.09_4",0.965128205128205,0,0.873421478470221,0,0.984507838820711,0,0.850172362334455,0,10,0
"DB_0.1_4",0.967692307692308,0,0.940169186038863,0,0.981307361383929,0,0.931543439595542,0,8,0
"DB_0.04_5",0.772307692307692,0,0.582413598031864,0,1,0,0.506963765801746,0,27,0
"DB_0.05_5",0.870769230769231,0,0.724429885148202,0,0.995384171859605,0,0.670456424308132,0,24,0
"DB_0.06_5",0.911794871794872,0,0.826685085053479,0,0.990210071675155,0,0.793199728648505,0,14,0
"DB_0.07_5",0.935384615384615,0,0.846273302548315,0,0.990172773921658,0,0.816471038125015,0,12,0
"DB_0.08_5",0.951282051282051,0,0.85598663351357,0,0.990115537435228,0,0.828037713604763,0,12,0
"DB_0.09_5",0.962564102564103,0,0.870703977055952,0,0.984578924631738,0,0.846886137356998,0,10,0
"DB_0.1_5",0.964615384615385,0,0.937453263343463,0,0.981616407652288,0,0.928197329877391,0,7,0
"DB_0.04_6",0.729230769230769,0,0.551575956111615,0,1,0,0.474398703219622,0,22,0
"DB_0.05_6",0.844615384615385,0,0.690247990422439,0,0.995426120212931,0,0.630853509575398,0,22,0
"DB_0.06_6",0.886666666666667,0,0.79217797424057,0,0.990313857402644,0,0.752298211876739,0,12,0
"DB_0.07_6",0.924102564102564,0,0.83789504150715,0,0.990189436862591,0,0.806503618163619,0,12,0
"DB_0.08_6",0.948205128205128,0,0.851604636171081,0,0.990183651840336,0,0.822757495571767,0,12,0
"DB_0.09_6",0.95948717948718,0,0.870617673757746,0,0.98473391657991,0,0.846766923129289,0,9,0
"DB_0.1_6",0.969230769230769,0,0.936781255344621,0,0.983929141155558,0,0.926905427165743,0,7,0
"HDB_3",0.572307692307692,0,0.153904040204707,0,0.999881852962537,0,0.00292527494607745,0,180,0
"HDB_4",0.634871794871795,0,0.232280064727474,0,0.999947716006418,0,0.0849243596064366,0,61,0
"HDB_5",0.94,0,0.841229821999447,0,0.989944171655344,0,0.810311587648368,0,12,0
"HDB_6",0.934358974358974,0,0.838392864190709,0,0.990040212793978,0,0.806930145727245,0,11,0
"HDB_7",0.92974358974359,0,0.838083961531884,0,0.990135967831477,0,0.806593268379322,0,10,0
"HDB_8",0.500512820512821,0,0.238153425162148,0,0.999890546276692,0,0.0996496081258077,0,19,0
"HDB_9",0.489230769230769,0,0.23385036376314,0,0.999890215828819,0,0.0950594047466612,0,18,0
"HDB_10",0.861538461538462,0,0.723241109839365,0,0.999906457838989,0,0.667067621191671,0,11,0
"MM",0.904102564102564,0,0.257940034994935,0,0.869443492345631,0,0.129580273450682,0,9,0
Clustering results for file  I48_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.988785046728972,0.00322966487829198,0.598736658601377,0.00836962877461822,0.979896747059565,0.00479734229669022,0.418750388719403,0.0100564856559692,5,0
"KMeans_6",0.985556499575191,0,0.544578930131674,0,0.976738819142996,0,0.34051022312095,0,6,0
"KMeans_7",0.983687340696687,0.00132986200870845,0.486632693995734,0.00104396307283106,0.979619589690016,0.00171423554625144,0.253841079281748,0.000727456056622995,7,0
"KMeans_8",0.985981308411215,0.00232677382117745,0.472734349865552,0.0162593332903068,0.983588726381959,0.000754093967638121,0.231505594635699,0.0235810080244142,8,0
"KMeans_9",0.988445199660153,0.0011398817217501,0.463114857982416,0.01436758389203,0.98827405933104,0.00278831043852578,0.215131271539042,0.0218222813051231,9,0
"KMeans_10",0.985386576040782,0.003946380344093,0.440309718680143,0.0117280948568363,0.988670995515049,0.00262999776059978,0.181369961465614,0.0171858531007322,10,0
"KMENOIDS_5",0.991928632115548,0,0.590653627881903,0,0.988204488553468,0,0.402927528882184,0,6,0
"KMENOIDS_6",0.991503823279524,0,0.548033367984832,0,0.988261901331076,0,0.34015459470321,0,7,0
"KMENOIDS_7",0.985981308411215,0,0.484193969917107,0,0.986626200039626,0,0.246942206926834,0,8,0
"KMENOIDS_8",0.988530161427358,0,0.458167071736546,0,0.98661156541004,0,0.20863214891528,0,9,0
"KMENOIDS_9",0.988105352591334,0,0.434937448568884,0,0.991706667987536,0,0.172027406246196,0,10,0
"KMENOIDS_10",0.992778249787596,0,0.431971188825632,0,0.995207721680866,0,0.166007239084892,0,11,0
"DB_0.04_3",0.976210705182668,0,0.824667148826802,0,0.999747619852403,0,0.742096283019941,0,6,0
"DB_0.05_3",0.986406117247239,0,0.834513036919192,0,0.999744387791871,0,0.75652075005169,0,6,0
"DB_0.06_3",0.893372982158029,0,0.814821260734412,0,0.520731204781024,0,0.95366349811806,0,5,0
"DB_0.07_3",0.797366185216652,0,0.681783698822993,0,0.0342252154274662,0,0.987529548219878,0,3,0
"DB_0.08_3",0.7982158028887,0,0.680775928775103,0,0.0247941513541993,0,0.990519384629124,0,3,0
"DB_0.09_3",0.7982158028887,0,0.67924965002468,0,0.0184715906980095,0,0.991262482737064,0,3,0
"DB_0.1_3",0.7982158028887,0,0.67924965002468,0,0.0184715906980095,0,0.991262482737064,0,3,0
"DB_0.04_4",0.973237043330501,0,0.820499219889936,0,0.999747568089,0,0.735988221748641,0,6,0
"DB_0.05_4",0.985131690739167,0,0.834494621916525,0,0.999744373975244,0,0.756499855166054,0,5,0
"DB_0.06_4",0.890824129141886,0,0.814788763670883,0,0.520685873342236,0,0.953617729898208,0,3,0
"DB_0.07_4",0.797366185216652,0,0.681783698822993,0,0.0342252154274662,0,0.987529548219878,0,3,0
"DB_0.08_4",0.7982158028887,0,0.681285410515544,0,0.0269017000442433,0,0.990272749985382,0,3,0
"DB_0.09_4",0.7982158028887,0,0.67924965002468,0,0.0184715906980095,0,0.991262482737064,0,3,0
"DB_0.1_4",0.7982158028887,0,0.67924965002468,0,0.0184715906980095,0,0.991262482737064,0,3,0
"DB_0.04_5",0.966864910790144,0,0.814932111828895,0,0.999747443997962,0,0.727859407643573,0,5,0
"DB_0.05_5",0.983007646559048,0,0.833031170822259,0,0.999745473711714,0,0.75435716271152,0,5,0
"DB_0.06_5",0.890824129141886,0,0.814788763670883,0,0.520685873342236,0,0.953617729898208,0,3,0
"DB_0.07_5",0.79481733220051,0,0.680730432886162,0,0.0351652310983505,0,0.985492717655745,0,2,0
"DB_0.08_5",0.795666949872557,0,0.680239366148387,0,0.027867440512044,0,0.988243086075621,0,2,0
"DB_0.09_5",0.796516567544605,0,0.680251642816831,0,0.0226470068371084,0,0.990744402628054,0,2,0
