Clustering results for file  I01_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMENOIDS_6",0.995723449750535,0,0.18571103682839,0,0.881472202338344,0,0.179732524288889,0,7,0
"KMENOIDS_7",0.995723449750535,0,0.151400805251797,0,0.881472202338344,0,0.145127472938094,0,8,0
"KMENOIDS_8",0.995723449750535,0,0.136909068039838,0,0.886870675256502,0,0.130464823814734,0,9,0
"KMENOIDS_9",0.995723449750535,0,0.126048714049217,0,0.913445478406108,0,0.119282798297337,0,10,0
"KMENOIDS_10",0.995723449750535,0,0.120317933432688,0,0.941183488427583,0,0.113264428211273,0,11,0
"DB_0.04_3",0.993228795438346,0,0.993586699242647,0,0.833403072508817,0,0.994960221242828,0,2,0
"DB_0.05_3",0.993941553813257,0,0.994300474028787,0,0.750111997132873,0,0.996395887985747,0,2,0
"DB_0.06_3",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.07_3",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.08_3",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.09_3",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.1_3",0.994654312188168,0,0.995013486506506,0,0.666786055396371,0,0.997831831633269,0,2,0
"DB_0.04_4",0.993228795438346,0,0.993586699242647,0,0.833403072508817,0,0.994960221242828,0,2,0
"DB_0.05_4",0.993941553813257,0,0.994300474028787,0,0.750111997132873,0,0.996395887985747,0,2,0
"DB_0.06_4",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.07_4",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.08_4",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.09_4",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.1_4",0.994654312188168,0,0.995013486506506,0,0.666786055396371,0,0.997831831633269,0,2,0
"DB_0.04_5",0.993228795438346,0,0.993586699242647,0,0.833403072508817,0,0.994960221242828,0,2,0
"DB_0.05_5",0.993941553813257,0,0.994300474028787,0,0.750111997132873,0,0.996395887985747,0,2,0
"DB_0.06_5",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.07_5",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.08_5",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.09_5",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.1_5",0.994654312188168,0,0.995013486506506,0,0.666786055396371,0,0.997831831633269,0,2,0
"DB_0.04_6",0.993228795438346,0,0.993586699242647,0,0.833403072508817,0,0.994960221242828,0,2,0
"DB_0.05_6",0.993941553813257,0,0.994300474028787,0,0.750111997132873,0,0.996395887985747,0,2,0
"DB_0.06_6",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.07_6",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.08_6",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.09_6",0.994297933000713,0,0.994303523262477,0,0.666825889658467,0,0.997114753022807,0,2,0
"DB_0.1_6",0.994654312188168,0,0.995013486506506,0,0.666786055396371,0,0.997831831633269,0,2,0
"HDB_3",0.54704205274412,0,0.0157091437624749,0,1,0,0.0110804328318009,0,207,0
"HDB_4",0.382038488952245,0,0.00715578916073654,0,1,0,0.00389975809109939,0,110,0
"HDB_5",0.530648610121169,0,0.0480434719082994,0,1,0,0.0437015816274827,0,39,0
"HDB_6",0.52744119743407,0,0.0657231829425867,0,1,0,0.0614878032904888,0,24,0
"HDB_7",0.519957234497505,0,0.054737302165083,0,1,0,0.050513194927802,0,17,0
"HDB_8",0.828581610833927,0,0.686533440564718,0,1,0,0.684295261822411,0,3,0
"HDB_9",0.834996436208125,0,0.696617510478565,0,1,0,0.694434441797262,0,3,0
"HDB_10",0.549180327868853,0,0.0930415216692522,0,1,0,0.0887597228743072,0,9,0
"MM",0.996008553100499,0.000637510471133186,0.147990542293507,0.011217984398616,0.976091624910523,0.00580269686802734,0.140874863879964,0.0113562821391829,8.6,0.547722557505166
Clustering results for file  I13_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.881287128712871,0.0425633188803042,0.531049779569339,0.0257684837039628,0.920233245266218,0.0257051019285885,0.32022989496413,0.0322001412435665,5,0
"KMeans_6",0.952871287128713,0.0454535250440222,0.538278139849646,0.0193084748759143,0.96827992781567,0.0286486378029286,0.305347053847044,0.0237525611564734,6,0
"KMeans_7",0.94019801980198,0.054502005298077,0.517123073377174,0.0304708510336538,0.960811668962553,0.0358784060170537,0.276777871778065,0.0293250288259436,7,0
"KMeans_8",0.958712871287129,0.0480817707735226,0.487152938176433,0.0334559945281558,0.973850626448885,0.0311906258807576,0.223509799340889,0.0399361849593179,8,0
"KMeans_9",0.983762376237624,0.00118191449369439,0.490668157454676,0.0249594749838518,0.99214904696308,0.00349244583807514,0.21901698885076,0.0368889385524073,9,0
"KMeans_10",0.984257425742574,0.00352494715226097,0.475488110475238,0.0148027402260929,0.993038929572826,0.00129393581272382,0.195131893994894,0.0223469330874349,10,0
"KMENOIDS_5",0.942574257425743,0,0.561298358662018,0,0.957002033499,0,0.346946490147737,0,6,0
"KMENOIDS_6",0.978712871287129,0,0.539263629186098,0,0.986253993376125,0,0.297129866310423,0,7,0
"KMENOIDS_7",0.979207920792079,0,0.494242321706168,0,0.986436826848328,0,0.227621568454008,0,8,0
"KMENOIDS_8",0.983168316831683,0,0.480967933346084,0,0.989500334264249,0,0.20549697548407,0,9,0
"KMENOIDS_9",0.983168316831683,0,0.462087397447026,0,0.989751555829108,0,0.176252805832957,0,10,0
"KMENOIDS_10",0.986633663366337,0,0.458285397633374,0,0.993624554954019,0,0.168293274846506,0,11,0
"DB_0.04_3",0.978217821782178,0,0.68334779986171,0,1,0,0.511983245902358,0,7,0
"DB_0.05_3",0.985643564356436,0,0.685305930295853,0,1,0,0.514913814412416,0,8,0
"DB_0.06_3",0.991089108910891,0,0.697703009528293,0,1,0,0.533977888857641,0,9,0
"DB_0.07_3",0.994554455445545,0,0.698926044164595,0,1,0,0.535845427720585,0,9,0
"DB_0.08_3",0.996039603960396,0,0.69958709095278,0,1,0,0.53685963709272,0,9,0
"DB_0.09_3",0.997029702970297,0,0.699594446814667,0,1,0,0.536868526498828,0,9,0
"DB_0.1_3",0.997029702970297,0,0.820543451076163,0,1,0,0.723334089362667,0,8,0
"DB_0.04_4",0.976732673267327,0,0.68223657432608,0,1,0,0.510288417283423,0,8,0
"DB_0.05_4",0.983168316831683,0,0.685150476414655,0,1,0,0.514701702827565,0,7,0
"DB_0.06_4",0.986138613861386,0,0.687533775665828,0,1,0,0.518342472442826,0,7,0
"DB_0.07_4",0.992574257425743,0,0.69891084205003,0,1,0,0.535830413269375,0,8,0
"DB_0.08_4",0.994059405940594,0,0.699573850401385,0,1,0,0.536845877377476,0,8,0
"DB_0.09_4",0.996534653465347,0,0.699590523688327,0,1,0,0.53686352869843,0,9,0
"DB_0.1_4",0.997029702970297,0,0.820543451076163,0,1,0,0.723334089362667,0,8,0
"DB_0.04_5",0.972772277227723,0,0.681518642205974,0,1,0,0.509237631835277,0,7,0
"DB_0.05_5",0.982673267326733,0,0.685102418116997,0,1,0,0.514633130535279,0,8,0
"DB_0.06_5",0.985643564356436,0,0.687518083160471,0,1,0,0.518323744558361,0,7,0
"DB_0.07_5",0.988118811881188,0,0.688744550532319,0,1,0,0.520187084317968,0,7,0
"DB_0.08_5",0.994059405940594,0,0.688922562389969,0,1,0,0.520425243020852,0,9,0
"DB_0.09_5",0.994554455445545,0,0.699579735090894,0,1,0,0.536852498527654,0,8,0
"DB_0.1_5",0.995049504950495,0,0.820534624041899,0,1,0,0.723322990945875,0,7,0
"DB_0.04_6",0.971287128712871,0,0.680753632569795,0,1,0,0.508077751951808,0,7,0
"DB_0.05_6",0.979207920792079,0,0.684514439556883,0,1,0,0.513765441056431,0,7,0
"DB_0.06_6",0.985643564356436,0,0.687485717368171,0,1,0,0.518273854203754,0,8,0
"DB_0.07_6",0.988118811881188,0,0.688744550532319,0,1,0,0.520187084317968,0,7,0
"DB_0.08_6",0.989108910891089,0,0.688878427218651,0,1,0,0.520382583557858,0,7,0
"DB_0.09_6",0.989108910891089,0,0.699529715230067,0,1,0,0.536802348963861,0,6,0
"DB_0.1_6",0.995049504950495,0,0.820534624041899,0,1,0,0.723322990945875,0,7,0
"HDB_3",0.991584158415842,0,0.684298667608217,0,1,0,0.513303037702713,0,13,0
"HDB_4",0.994059405940594,0,0.686758958213801,0,1,0,0.517080944914274,0,11,0
"HDB_5",0.996039603960396,0,0.688525345848106,0,1,0,0.519802706286696,0,9,0
"HDB_6",0.995049504950495,0,0.687883914691618,0,1,0,0.518814546004385,0,9,0
"HDB_7",0.994554455445545,0,0.687874106875769,0,1,0,0.518799789219181,0,9,0
"HDB_8",0.987128712871287,0,0.687246406661469,0,1,0,0.517888568370253,0,7,0
"HDB_9",0.986138613861386,0,0.687114491538307,0,1,0,0.517696158247952,0,7,0
"HDB_10",0.984158415841584,0,0.686530926495324,0,1,0,0.516818524716806,0,7,0
"MM",0.994554455445545,0,0.50461948126462,0.00118791068522335,0.999769713565546,0,0.236397616676911,0.00183139946533291,9,0
Clustering results for file  I14_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.93816425120773,0.0153632153043463,0.437511422909701,0.0449648805174152,0.947146974063401,0.00671104772738328,0.36267547754423,0.0505838321141302,5,0
"KMeans_6",0.943317230273752,0.0167416757398758,0.358333953125279,0.00287294651303079,0.958847262247839,0.0101427003236847,0.270153328577011,0.00442877715769498,6,0
"KMeans_7",0.950187869028449,0.0176007742625178,0.33296215002655,0.0195823511396868,0.973256484149856,0.0094496375939685,0.238939996945198,0.0212497220472446,7,0
"KMeans_8",0.958668813741278,0.0285498360643525,0.315586643166462,0.0279960839564894,0.977809798270893,0.015328053195357,0.218344416357605,0.0298906574376475,8,0
"KMeans_9",0.977670424047236,0.0166770141866028,0.31024005839305,0.0254352837656843,0.988011527377522,0.00895368225638069,0.210714684803286,0.0293468536471923,9,0
"KMeans_10",0.977563070316693,0.0167752012466803,0.280132352966613,0.0141799822525778,0.987953890489914,0.00900639767220907,0.176194364749966,0.0149764058387997,10,0
"KMENOIDS_5",0.965646806226516,0,0.45796513367615,0,0.947550432276657,0,0.386073409139148,0,6,0
"KMENOIDS_6",0.965646806226516,0,0.455107748667736,0,0.981556195965418,0,0.377802962628928,0,7,0
"KMENOIDS_7",0.965646806226516,0,0.348676499161407,0,0.981556195965418,0,0.2557431268609,0,8,0
"KMENOIDS_8",0.999463231347289,0,0.350690390572705,0,0.99971181556196,0,0.255386733299259,0,9,0
"KMENOIDS_9",0.999463231347289,0,0.300769752769317,0,0.99971181556196,0,0.198135645108713,0,10,0
"KMENOIDS_10",0.999463231347289,0,0.275608505967011,0,0.99971181556196,0,0.169279668441582,0,11,0
"DB_0.04_3",0.973161567364466,0,0.723237816187582,0,1,0,0.682607764235114,0,14,0
"DB_0.05_3",0.987117552334944,0,0.857769567696559,0,1,0,0.836886635510805,0,7,0
"DB_0.06_3",0.994095544820182,0,0.868297382517716,0,1,0,0.848957895968785,0,6,0
"DB_0.07_3",0.997852925389157,0,0.87387032107529,0,1,0,0.855349176426715,0,6,0
"DB_0.08_3",0.998389694041868,0,0.874795108313687,0,1,0,0.856409761348556,0,6,0
"DB_0.09_3",0.999463231347289,0,0.876646412442424,0,1,0,0.858532914829873,0,6,0
"DB_0.1_3",0.999463231347289,0,0.876646412442424,0,1,0,0.858532914829873,0,6,0
"DB_0.04_4",0.957595276435856,0,0.720852049608724,0,1,0,0.679893978752115,0,10,0
"DB_0.05_4",0.986044015029522,0,0.856847663211399,0,1,0,0.83582958983019,0,7,0
"DB_0.06_4",0.994095544820182,0,0.868297382517716,0,1,0,0.848957895968785,0,6,0
"DB_0.07_4",0.997852925389157,0,0.87387032107529,0,1,0,0.855349176426715,0,6,0
"DB_0.08_4",0.998389694041868,0,0.874795108313687,0,1,0,0.856409761348556,0,6,0
"DB_0.09_4",0.999463231347289,0,0.876646412442424,0,1,0,0.858532914829873,0,6,0
"DB_0.1_4",0.999463231347289,0,0.876646412442424,0,1,0,0.858532914829873,0,6,0
"DB_0.04_5",0.950080515297907,0,0.718067309981879,0,1,0,0.67672544017326,0,10,0
"DB_0.05_5",0.982286634460548,0,0.850458905487782,0,1,0,0.828503608491112,0,7,0
"DB_0.06_5",0.993022007514761,0,0.866456456300632,0,1,0,0.846846644313275,0,6,0
"DB_0.07_5",0.997852925389157,0,0.87387032107529,0,1,0,0.855349176426715,0,6,0
"DB_0.08_5",0.998389694041868,0,0.874795108313687,0,1,0,0.856409761348556,0,6,0
"DB_0.09_5",0.999463231347289,0,0.876646412442424,0,1,0,0.858532914829873,0,6,0
"DB_0.1_5",0.999463231347289,0,0.876646412442424,0,1,0,0.858532914829873,0,6,0
"DB_0.04_6",0.9447128287708,0,0.705716442013707,0,1,0,0.662591578753927,0,11,0
"DB_0.05_6",0.979602791196994,0,0.841389763804496,0,1,0,0.818103556575267,0,8,0
"DB_0.06_6",0.990874932903918,0,0.863653843603718,0,1,0,0.843634144390101,0,6,0
"DB_0.07_6",0.997316156736447,0,0.873831692181916,0,1,0,0.855305257882129,0,6,0
"DB_0.08_6",0.998389694041868,0,0.874795108313687,0,1,0,0.856409761348556,0,6,0
"DB_0.09_6",0.999463231347289,0,0.876646412442424,0,1,0,0.858532914829873,0,6,0
"DB_0.1_6",0.999463231347289,0,0.876646412442424,0,1,0,0.858532914829873,0,6,0
"HDB_3",0.60601180891036,0,0.134594018978894,0,1,0,0.00751600299661525,0,161,0
"HDB_4",0.998389694041868,0,0.876281455882633,0,1,0,0.858114367289022,0,7,0
"HDB_5",0.924315619967794,0,0.668121880500654,0,1,0,0.619388206480809,0,10,0
"HDB_6",0.938808373590982,0,0.687402310699685,0,1,0,0.641499815191094,0,9,0
"HDB_7",0.92109500805153,0,0.67238720218997,0,1,0,0.624279856887157,0,10,0
"HDB_8",0.91304347826087,0,0.663282890917194,0,1,0,0.613838649592396,0,8,0
"HDB_9",0.947396672034353,0,0.706722522893385,0,1,0,0.663657047566969,0,8,0
"HDB_10",0.946323134728932,0,0.707389591992403,0,1,0,0.66442207048129,0,8,0
"MM",1,0,0.324900127014108,0,1,0,0.225767056142896,0,9,0
Clustering results for file  I15_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.997720364741641,0,0.227439726709481,0.00123829637787454,0.774892104595075,0.00895610348905771,0.224937098159367,0.0012829895913518,5,0
"KMeans_6",0.997720364741641,0,0.190536264482745,0.000429071864385369,0.823457730388424,5.67674023228837e-05,0.187642921802103,0.000431152520512232,6,0
"KMeans_7",0.997720364741641,0,0.164845846633372,0.00701797256876798,0.855762883980706,0.00911306896355285,0.161687382494255,0.00709144525619902,7,0
"KMeans_8",0.997720364741641,0,0.146303542402429,0.000694804764087394,0.877722772277228,0.0213839025800265,0.142959926188984,0.000607076446264019,8,0
"KMeans_9",0.997720364741641,0,0.133362503884593,0.00290677593110038,0.898540238639248,0.0133667042963181,0.129864563749043,0.00296657608302044,9,0
"KMeans_10",0.997948328267477,0.000509741940159491,0.121015331579634,0.00644243088211256,0.935351612084285,0.0175035406471044,0.117292667641529,0.00643815056861066,10,0
"KMENOIDS_5",0.997720364741641,0,0.223108217546462,0,0.762693577050013,0,0.220641552352436,0,6,0
"KMENOIDS_6",0.997720364741641,0,0.181370357405681,0,0.81987814166032,0,0.178451477380869,0,7,0
"KMENOIDS_7",0.997720364741641,0,0.156709111262836,0,0.859228230515359,0,0.153497609265836,0,8,0
"KMENOIDS_8",0.997720364741641,0,0.139438123195614,0,0.869383092155369,0,0.136101246431307,0,9,0
"KMENOIDS_9",0.997720364741641,0,0.131439038168944,0,0.88042650418888,0,0.128015110368359,0,10,0
"KMENOIDS_10",0.997720364741641,0,0.118798947318562,0,0.890581365828891,0,0.115270814474387,0,11,0
"DB_0.04_3",0.992401215805471,0,0.989383652245439,0,1,0,0.989335380494638,0,2,0
"DB_0.05_3",0.993920972644377,0,0.992409880325647,0,1,0,0.992375315519192,0,2,0
"DB_0.06_3",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.07_3",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.08_3",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.09_3",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.1_3",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.04_4",0.992401215805471,0,0.989383652245439,0,1,0,0.989335380494638,0,2,0
"DB_0.05_4",0.993920972644377,0,0.992409880325647,0,1,0,0.992375315519192,0,2,0
"DB_0.06_4",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.07_4",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.08_4",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.09_4",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.1_4",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.04_5",0.992021276595745,0,0.988627817268735,0,1,0,0.988576128678487,0,2,0
"DB_0.05_5",0.993920972644377,0,0.992409880325647,0,1,0,0.992375315519192,0,2,0
"DB_0.06_5",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.07_5",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.08_5",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.09_5",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.1_5",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.04_6",0.992021276595745,0,0.988627817268735,0,1,0,0.988576128678487,0,2,0
"DB_0.05_6",0.993920972644377,0,0.992409880325647,0,1,0,0.992375315519192,0,2,0
"DB_0.06_6",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.07_6",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.08_6",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.09_6",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"DB_0.1_6",0.995060790273556,0,0.994682583967865,0,1,0,0.994658340978367,0,2,0
"HDB_3",0.93161094224924,0,0.828125090255418,0,1,0,0.827391663505124,0,18,0
"HDB_4",0.425531914893617,0,0.0108393147404283,0,1,0,0.00891576640865637,0,84,0
"HDB_5",0.683890577507599,0,0.422338750391347,0,1,0,0.420531255685775,0,12,0
"HDB_6",0.665273556231003,0,0.402480247782172,0,1,0,0.400661666507334,0,7,0
"HDB_7",0.601063829787234,0,0.305880089972378,0,1,0,0.303971960992834,0,7,0
"HDB_8",0.424392097264438,0,0.069356018202424,0,1,0,0.0675511199776369,0,14,0
"HDB_9",0.449468085106383,0,0.0694282225372257,0,1,0,0.0675166078294839,0,11,0
"HDB_10",0.444148936170213,0,0.0697046207308465,0,1,0,0.0678162356578809,0,9,0
"MM",0.997720364741641,0,0.372383805896264,0.0418708556300831,0.996344249809596,0.000742330110038785,0.369531427709305,0.0420639325079861,5.4,0.547722557505166
Clustering results for file  I16_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.997366688610928,0,0.284790718531452,0.0103060543022749,0.902772277227723,0.0169342632253814,0.281525311262655,0.0102719511905429,5,0
"KMeans_6",0.997366688610928,0,0.247903368921201,0.00338165213158161,0.958613861386139,0.0054908605526298,0.244147983059848,0.00337106248323146,6,0
"KMeans_7",0.997366688610928,0,0.204928871969545,0.00401064859257016,0.93957095709571,0.0165034652467107,0.201047031854776,0.00411219696120666,7,0
"KMeans_8",0.997366688610928,0,0.171226649527591,0.0145836975181976,0.947788778877888,0.00925902870528099,0.167123304393471,0.0146163764941283,8,0
"KMeans_9",0.997366688610928,0,0.159641987612334,0.0137856313424627,0.952178217821782,0.0117986221697682,0.155454235517643,0.0138651253761803,9,0
"KMeans_10",0.997366688610928,0,0.138971534042662,0.0132315568576623,0.962013201320132,0.0132571016210622,0.13462259157823,0.013247804442185,10,0
"KMENOIDS_5",0.997366688610928,0,0.238796934048387,0,0.895049504950495,0,0.235329303202393,0,6,0
"KMENOIDS_6",0.997366688610928,0,0.208796613124403,0,0.895049504950495,0,0.205170460936417,0,7,0
"KMENOIDS_7",0.997366688610928,0,0.173895696235909,0,0.903135313531353,0,0.17004240269745,0,8,0
"KMENOIDS_8",0.997366688610928,0,0.151478722306212,0,0.924257425742574,0,0.147395368750005,0,9,0
"KMENOIDS_9",0.997366688610928,0,0.123163685976749,0,0.911551155115512,0,0.118997855886633,0,10,0
"KMENOIDS_10",0.997366688610928,0,0.115807587857277,0,0.925082508250825,0,0.111531388721039,0,11,0
"DB_0.04_3",0.987491770901909,0,0.980336033431605,0,1,0,0.980233163400095,0,2,0
"DB_0.05_3",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.06_3",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.07_3",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.08_3",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.09_3",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.1_3",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.04_4",0.986175115207373,0,0.97772961026818,0,1,0,0.977613261152173,0,2,0
"DB_0.05_4",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.06_4",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.07_4",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.08_4",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.09_4",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.1_4",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.04_5",0.985516787360105,0,0.976427699729643,0,1,0,0.976304631569586,0,2,0
"DB_0.05_5",0.990783410138249,0,0.986867270177228,0,1,0,0.986798337432786,0,2,0
"DB_0.06_5",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.07_5",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.08_5",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.09_5",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.1_5",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.04_6",0.984858459512837,0,0.975126656553224,0,1,0,0.974996883002292,0,2,0
"DB_0.05_6",0.990125082290981,0,0.985559288103868,0,1,0,0.985483540485044,0,2,0
"DB_0.06_6",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.07_6",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.08_6",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.09_6",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"DB_0.1_6",0.991441737985517,0,0.988176119612705,0,1,0,0.988114015469567,0,2,0
"HDB_3",0.522053982883476,0,0.00562831278118796,0,1,0,0.00288497750378561,0,131,0
"HDB_4",0.905859117840685,0,0.81461002098149,0,1,0,0.813720730998408,0,4,0
"HDB_5",0.698485845951284,0,0.447725386214667,0,1,0,0.445684905330219,0,5,0
"HDB_6",0.682685977616853,0,0.42517397115674,0,1,0,0.423098384101994,0,5,0
"HDB_7",0.680710994075049,0,0.42349909490763,0,1,0,0.421423503962883,0,5,0
"HDB_8",0.672811059907834,0,0.41165179574316,0,1,0,0.409558221255831,0,5,0
"HDB_9",0.647794601711652,0,0.389873200332026,0,1,0,0.387783130328072,0,4,0
"HDB_10",0.641869651086241,0,0.387248562564131,0,1,0,0.385168765409858,0,4,0
"MM",0.997366688610928,0,0.37468568965263,0,0.994059405940594,0,0.371412926239536,0,5,0
Clustering results for file  I17_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.992814371257485,0,0.297488187196607,0,0.972153465346535,0,0.25242067407611,0,5,0
"KMeans_6",0.985269461077844,0.012791125594432,0.289215314129082,0.00315322243149217,0.970870003667033,0.00596278453462948,0.243680909648326,0.00296554421379404,6,0
"KMeans_7",0.979041916167665,0.00657320311380243,0.275196808300714,0.0150556878665845,0.97212596259626,0.000737406584238714,0.228642072459852,0.0161091239606293,7,0
"KMeans_8",0.979640718562874,0.00713555406455866,0.249053145954945,0.0286025888906088,0.977720480381371,0.00446701026871137,0.200378305677417,0.0302176589040399,8,0
"KMeans_9",0.982395209580838,0.00561087749706464,0.226248425856496,0.0195536156910513,0.98086496149615,0.0038437833573393,0.175840183840331,0.0206037348340868,9,0
"KMeans_10",0.981556886227545,0.00519269063201887,0.20105323206194,0.0162234306144567,0.981188118811881,0.00331252894284672,0.148940369012616,0.0171789753418388,10,0
"KMENOIDS_5",0.976047904191617,0,0.32009844899775,0,0.889301430143014,0,0.282075797392891,0,6,0
"KMENOIDS_6",0.988023952095808,0,0.324925463632352,0,0.974674550788412,0,0.281522347362998,0,7,0
"KMENOIDS_7",0.989820359281437,0,0.319916906749712,0,0.975488173817382,0,0.276124869962208,0,8,0
"KMENOIDS_8",0.991017964071856,0,0.256796173979184,0,0.981618995232857,0,0.208378146455279,0,9,0
"KMENOIDS_9",0.995808383233533,0,0.255419179615604,0,0.992322148881555,0,0.206194200486699,0,10,0
"KMENOIDS_10",0.995808383233533,0,0.230702884225557,0,0.99273469013568,0,0.179799303556242,0,11,0
"DB_0.04_3",0.977844311377245,0,0.932032160962676,0,1,0,0.92750690521582,0,8,0
"DB_0.05_3",0.983233532934132,0,0.932227336818275,0,1,0,0.927709598460646,0,8,0
"DB_0.06_3",0.990419161676647,0,0.938021620031357,0,1,0,0.933884512607441,0,8,0
"DB_0.07_3",0.990419161676647,0,0.938021620031357,0,1,0,0.933884512607441,0,8,0
